"VGG16, Adam, lr: 0.001, bs: 32"
epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.12915971875190735,0.001,3.0422940254211426,0.0679841861128807,3.3598783016204834
1,0.1685837209224701,0.001,2.815581798553467,0.21264822781085968,2.7552030086517334
2,0.18728597462177277,0.001,2.7501726150512695,0.2189723253250122,2.7128005027770996
3,0.18948107957839966,0.001,2.7182836532592773,0.23557312786579132,2.667574167251587
4,0.19887611269950867,0.001,2.697463035583496,0.23241107165813446,2.671529531478882
5,0.20326630771160126,0.001,2.6974985599517822,0.22213438153266907,2.6835849285125732
6,0.2075687050819397,0.001,2.676001787185669,0.22134387493133545,2.6581244468688965
7,0.20669066905975342,0.001,2.672358274459839,0.22292490303516388,2.663609504699707
8,0.20967599749565125,0.001,2.668471336364746,0.21739129722118378,2.6626102924346924
9,0.21283695101737976,0.001,2.6664936542510986,0.22687746584415436,2.657438039779663
10,0.21274913847446442,0.001,2.658050060272217,0.2284584939479828,2.648226737976074
11,0.21845640242099762,0.001,2.646394968032837,0.22213438153266907,2.646672487258911
12,0.22003687918186188,0.001,2.642805814743042,0.23083004355430603,2.650162935256958
13,0.2171393483877182,0.001,2.6468636989593506,0.23715415596961975,2.632500410079956
14,0.21634911000728607,0.001,2.642742156982422,0.23241107165813446,2.642141103744507
15,0.21740275621414185,0.001,2.6424636840820312,0.2237154096364975,2.6445155143737793
16,0.2215295433998108,0.001,2.646310567855835,0.23715415596961975,2.6360549926757812
17,0.21924664080142975,0.001,2.6443734169006348,0.24110671877861023,2.6376492977142334
18,0.21608570218086243,0.001,2.638017177581787,0.23715415596961975,2.6368205547332764
19,0.21775397658348083,0.001,2.643237352371216,0.23715415596961975,2.6331374645233154
20,0.21740275621414185,0.001,2.6398794651031494,0.249802365899086,2.632840871810913
21,0.22003687918186188,0.001,2.640058994293213,0.23320157825946808,2.633545398712158
22,0.21353937685489655,0.001,2.6443734169006348,0.25296443700790405,2.6284143924713135
23,0.21520765125751495,0.001,2.6444101333618164,0.23557312786579132,2.6396734714508057
24,0.21871981024742126,0.001,2.6372644901275635,0.2450592815876007,2.6303231716156006
25,0.22144174575805664,0.001,2.6363747119903564,0.24347825348377228,2.632464647293091
26,0.21959786117076874,0.001,2.6402392387390137,0.24822133779525757,2.6265902519226074
27,0.21801738440990448,0.001,2.6420352458953857,0.24743083119392395,2.626328706741333
28,0.21468083560466766,0.001,2.6395750045776367,0.2395256906747818,2.63179612159729
29,0.22161735594272614,0.001,2.6405985355377197,0.2442687749862671,2.6271440982818604
"ResNet50, Adam, lr: 0.001, bs: 32"
0,0.15330582857131958,0.001,2.9439048767089844,0.20395256578922272,2.8634278774261475
1,0.2482219636440277,0.001,2.5578882694244385,0.31462451815605164,2.3919451236724854
2,0.29150936007499695,0.001,2.4068984985351562,0.3478260934352875,2.2574591636657715
3,0.319343239068985,0.001,2.32108736038208,0.37312254309654236,2.201974868774414
4,0.3447185754776001,0.001,2.252131938934326,0.39841896295547485,2.129420518875122
5,0.3588550388813019,0.001,2.1925230026245117,0.3897233307361603,2.110128879547119
6,0.372113436460495,0.001,2.156938076019287,0.41343873739242554,2.081641912460327
7,0.380806028842926,0.001,2.1337106227874756,0.4126482307910919,2.0552563667297363
8,0.3853718638420105,0.001,2.112459421157837,0.4221343994140625,2.025496482849121
9,0.3986302614212036,0.001,2.094853639602661,0.44584980607032776,2.003688097000122
10,0.4030204713344574,0.001,2.0653135776519775,0.4466403126716614,2.002241611480713
11,0.4094301462173462,0.001,2.0547502040863037,0.4529644250869751,1.967934012413025
12,0.4119764566421509,0.001,2.052154302597046,0.45612648129463196,1.979048490524292
13,0.41979101300239563,0.001,2.033432960510254,0.4569169878959656,1.9795937538146973
14,0.4199666380882263,0.001,2.0268595218658447,0.46086955070495605,1.9526828527450562
15,0.4307665228843689,0.001,2.0030291080474854,0.4679841995239258,1.9475394487380981
16,0.4285714328289032,0.001,1.9882351160049438,0.47588932514190674,1.9387842416763306
17,0.4309421479701996,0.001,1.997265338897705,0.48616600036621094,1.9217709302902222
18,0.4370006024837494,0.001,1.9860661029815674,0.4853754937648773,1.9296375513076782
19,0.43743962049484253,0.001,1.9781930446624756,0.47747036814689636,1.9265488386154175
20,0.43858107924461365,0.001,1.9630471467971802,0.4790513813495636,1.918143630027771
21,0.4463956356048584,0.001,1.964836835861206,0.4901185631752014,1.9037076234817505
22,0.44209325313568115,0.001,1.9666861295700073,0.49723321199417114,1.9050694704055786
23,0.44174203276634216,0.001,1.9596655368804932,0.5011857748031616,1.8943719863891602
24,0.4362981915473938,0.001,1.965400218963623,0.4940711557865143,1.890949010848999
25,0.44262006878852844,0.001,1.959519624710083,0.4885375499725342,1.8942350149154663
26,0.4458688199520111,0.001,1.9617805480957031,0.4940711557865143,1.8979551792144775
27,0.44525420665740967,0.001,1.9462188482284546,0.5083004236221313,1.8779387474060059
28,0.4425322711467743,0.001,1.9484384059906006,0.49644267559051514,1.890697956085205
29,0.4499078094959259,0.001,1.933097243309021,0.5043478012084961,1.8856902122497559
"InceptionV3, Adam, lr: 0.001, bs: 32"
0,0.1737641543149948,0.001,2.8783183097839355,0.290909081697464,2.7715060710906982
1,0.3013434112071991,0.001,2.388902187347412,0.3968379497528076,2.1540467739105225
2,0.37992799282073975,0.001,2.1434166431427,0.4592885375022888,1.9384665489196777
3,0.4201422333717346,0.001,1.9932317733764648,0.499604731798172,1.8332678079605103
4,0.4625515937805176,0.001,1.8722370862960815,0.52173912525177,1.7316385507583618
5,0.485380619764328,0.001,1.7786189317703247,0.5533596873283386,1.6718635559082031
6,0.5076828598976135,0.001,1.7158071994781494,0.5794466137886047,1.590503454208374
7,0.5226973295211792,0.001,1.6544207334518433,0.582608699798584,1.555202841758728
8,0.5387654900550842,0.001,1.6096937656402588,0.5944663882255554,1.5384480953216553
9,0.5648432970046997,0.001,1.557618498802185,0.6086956262588501,1.4684507846832275
10,0.5701115131378174,0.001,1.5274564027786255,0.6213438510894775,1.4360606670379639
11,0.574765145778656,0.001,1.4967693090438843,0.6189723610877991,1.4416345357894897
12,0.5895162224769592,0.001,1.4613187313079834,0.6371541619300842,1.40484619140625
13,0.596277117729187,0.001,1.4410948753356934,0.633992075920105,1.3974415063858032
14,0.5987356305122375,0.001,1.4131273031234741,0.6521739363670349,1.3593666553497314
15,0.6034770607948303,0.001,1.4077554941177368,0.6466403007507324,1.3455629348754883
16,0.6097989082336426,0.001,1.393805980682373,0.6553359627723694,1.3361791372299194
17,0.6188427209854126,0.001,1.3724801540374756,0.6577075123786926,1.3269151449203491
18,0.6256036758422852,0.001,1.3540884256362915,0.6616600751876831,1.3179353475570679
19,0.6301694512367249,0.001,1.3447942733764648,0.678260862827301,1.2832471132278442
20,0.6354377269744873,0.001,1.325982689857483,0.6822134256362915,1.2827821969985962
21,0.633857250213623,0.001,1.3227076530456543,0.6893280744552612,1.2827705144882202
22,0.6328913569450378,0.001,1.3263221979141235,0.6853755116462708,1.25431227684021
23,0.6377205848693848,0.001,1.3176136016845703,0.695652186870575,1.2588683366775513
24,0.6442180871963501,0.001,1.2956361770629883,0.6885375380516052,1.248372197151184
25,0.6512424349784851,0.001,1.276685118675232,0.7019762992858887,1.2508158683776855
26,0.6556326150894165,0.001,1.2576571702957153,0.7035573124885559,1.2383493185043335
27,0.6523838639259338,0.001,1.2732750177383423,0.6988142132759094,1.2583308219909668
28,0.6574764847755432,0.001,1.2607043981552124,0.695652186870575,1.2404282093048096
29,0.6559838652610779,0.001,1.2583563327789307,0.7011857628822327,1.2348064184188843
"InceptionResNetV2, Adam, lr: 0.001, bs: 32"
0,0.11634033173322678,0.001,3.0721957683563232,0.15256917476654053,3.0187952518463135
1,0.1843884438276291,0.001,2.775566816329956,0.25691699981689453,2.6710379123687744
2,0.23180261254310608,0.001,2.6323225498199463,0.27984189987182617,2.537435293197632
3,0.25638774037361145,0.001,2.5465314388275146,0.30355730652809143,2.4756031036376953
4,0.27956801652908325,0.001,2.4757080078125,0.32490119338035583,2.407409191131592
5,0.30362629890441895,0.001,2.4157910346984863,0.32490119338035583,2.3734748363494873
6,0.30643603205680847,0.001,2.38541579246521,0.33992093801498413,2.3539791107177734
7,0.3318991959095001,0.001,2.3331942558288574,0.35652172565460205,2.3331382274627686
8,0.3304065465927124,0.001,2.306809663772583,0.3581027686595917,2.325221538543701
9,0.3462112545967102,0.001,2.287264823913574,0.3549407124519348,2.325066328048706
10,0.34849417209625244,0.001,2.2496871948242188,0.3747035562992096,2.2953357696533203
11,0.3559575080871582,0.001,2.2472920417785645,0.37707510590553284,2.275381088256836
12,0.3643866777420044,0.001,2.232276678085327,0.3754940629005432,2.282886505126953
13,0.36359643936157227,0.001,2.2187278270721436,0.3857707381248474,2.2565832138061523
14,0.3678988516330719,0.001,2.219388008117676,0.396047443151474,2.242449998855591
15,0.3729036748409271,0.001,2.197300672531128,0.38181817531585693,2.2429397106170654
16,0.37422072887420654,0.001,2.1873695850372314,0.3707509934902191,2.293560266494751
17,0.3754499852657318,0.001,2.1799678802490234,0.4023715555667877,2.215482234954834
18,0.37957677245140076,0.001,2.177706480026245,0.4007905125617981,2.2325892448425293
19,0.37773290276527405,0.001,2.1755266189575195,0.4071146249771118,2.199338436126709
20,0.3844060003757477,0.001,2.156888008117676,0.3944664001464844,2.218203067779541
21,0.38247430324554443,0.001,2.1532084941864014,0.4071146249771118,2.190229892730713
22,0.391254723072052,0.001,2.1418216228485107,0.40316206216812134,2.193843126296997
23,0.38677671551704407,0.001,2.1524739265441895,0.38814228773117065,2.2182061672210693
24,0.3866889178752899,0.001,2.1549792289733887,0.4221343994140625,2.1746320724487305
25,0.39520591497421265,0.001,2.1425955295562744,0.41818180680274963,2.178048849105835
26,0.39485469460487366,0.001,2.137232780456543,0.41422924399375916,2.18099308013916
27,0.3964351713657379,0.001,2.139492988586426,0.4166007936000824,2.1661453247070312
28,0.40143999457359314,0.001,2.127612590789795,0.4213438630104065,2.162928819656372
29,0.40328386425971985,0.001,2.123408317565918,0.41897234320640564,2.1699776649475098
"MobileNetV2, Adam, lr: 0.001, bs: 32"
0,0.16849592328071594,0.001,2.8925039768218994,0.19604742527008057,2.9359869956970215
1,0.2583194375038147,0.001,2.508424758911133,0.3391304314136505,2.3470704555511475
2,0.2993239164352417,0.001,2.3786709308624268,0.35098814964294434,2.225064754486084
3,0.3428747057914734,0.001,2.2619965076446533,0.3905138373374939,2.1384706497192383
4,0.3482307493686676,0.001,2.214378833770752,0.4221343994140625,2.1018240451812744
5,0.3708841800689697,0.001,2.1594555377960205,0.42371541261672974,2.046309471130371
6,0.3830011487007141,0.001,2.121648073196411,0.4284585118293762,2.015622138977051
7,0.39318642020225525,0.001,2.0824286937713623,0.43952569365501404,1.9852988719940186
8,0.4020546078681946,0.001,2.0604286193847656,0.43557313084602356,1.9801017045974731
9,0.40565457940101624,0.001,2.0436954498291016,0.44031620025634766,1.9733437299728394
10,0.40363508462905884,0.001,2.039349317550659,0.4569169878959656,1.9452853202819824
11,0.41048380732536316,0.001,2.0333714485168457,0.4592885375022888,1.9473803043365479
12,0.4213714897632599,0.001,2.012680768966675,0.4592885375022888,1.9228949546813965
13,0.4162788689136505,0.001,1.9947923421859741,0.45059287548065186,1.94569730758667
14,0.422512948513031,0.001,1.995111107826233,0.46086955070495605,1.9268625974655151
15,0.42549827694892883,0.001,1.9907333850860596,0.4466403126716614,1.9286351203918457
16,0.4252348840236664,0.001,1.979993224143982,0.45533597469329834,1.9134199619293213
17,0.42391782999038696,0.001,1.9816575050354004,0.45533597469329834,1.9083681106567383
18,0.4354201555252075,0.001,1.968247890472412,0.47035571932792664,1.9084244966506958
19,0.43585917353630066,0.001,1.9680582284927368,0.4743083119392395,1.8891645669937134
20,0.4316445589065552,0.001,1.960351824760437,0.4679841995239258,1.9047075510025024
21,0.4304153025150299,0.001,1.954640507698059,0.47588932514190674,1.9021360874176025
22,0.4311177432537079,0.001,1.9597444534301758,0.4640316069126129,1.911229133605957
23,0.43085432052612305,0.001,1.9526269435882568,0.46640315651893616,1.8975255489349365
24,0.434981107711792,0.001,1.9510235786437988,0.46640315651893616,1.883466362953186
25,0.4362981915473938,0.001,1.9468613862991333,0.47747036814689636,1.8801475763320923
26,0.42953726649284363,0.001,1.9467825889587402,0.4790513813495636,1.8969249725341797
27,0.4423566460609436,0.001,1.9379063844680786,0.4743083119392395,1.8790150880813599
28,0.4370884299278259,0.001,1.9315581321716309,0.48142293095588684,1.8766605854034424
29,0.43805426359176636,0.001,1.9331995248794556,0.469565212726593,1.871671438217163
"DenseNet201, Adam, lr: 0.001, bs: 32"
0,0.1814909130334854,0.001,2.82392954826355,0.17549407482147217,2.907074451446533
1,0.2868557274341583,0.001,2.4072155952453613,0.396047443151474,2.227524995803833
2,0.34243568778038025,0.001,2.234800100326538,0.45138341188430786,2.0251715183258057
3,0.37773290276527405,0.001,2.1141393184661865,0.45533597469329834,1.961591362953186
4,0.40916675329208374,0.001,2.0394129753112793,0.48774704337120056,1.8834779262542725
5,0.4226885735988617,0.001,1.9801280498504639,0.4988142251968384,1.8394399881362915
6,0.4370006024837494,0.001,1.9506319761276245,0.5106719136238098,1.810374140739441
7,0.4568443298339844,0.001,1.906963586807251,0.5083004236221313,1.7838071584701538
8,0.45719555020332336,0.001,1.896456241607666,0.49723321199417114,1.8195672035217285
9,0.46325400471687317,0.001,1.8794102668762207,0.5201581120491028,1.7672770023345947
10,0.46983930468559265,0.001,1.857401967048645,0.52173912525177,1.7691749334335327
11,0.472912460565567,0.001,1.8313333988189697,0.5185770988464355,1.7654526233673096
12,0.47923433780670166,0.001,1.8332798480987549,0.52173912525177,1.7345454692840576
13,0.4769514501094818,0.001,1.825594425201416,0.5280632376670837,1.732686996459961
14,0.48529282212257385,0.001,1.8094202280044556,0.52173912525177,1.738656997680664
15,0.4894196093082428,0.001,1.799075961112976,0.531225323677063,1.7171657085418701
16,0.4927561581134796,0.001,1.7893213033676147,0.5367588996887207,1.7094060182571411
17,0.4900342524051666,0.001,1.7968555688858032,0.539130449295044,1.7056623697280884
18,0.4938098192214966,0.001,1.8006306886672974,0.529644250869751,1.6947827339172363
19,0.4932830035686493,0.001,1.7870135307312012,0.5454545617103577,1.702888011932373
20,0.5000439286231995,0.001,1.778720498085022,0.5509881377220154,1.6923478841781616
21,0.4932830035686493,0.001,1.8024325370788574,0.539130449295044,1.7166780233383179
22,0.4969707727432251,0.001,1.7779622077941895,0.5565217137336731,1.6866036653518677
23,0.49521467089653015,0.001,1.7820621728897095,0.5501976013183594,1.6923151016235352
24,0.49942928552627563,0.001,1.7710816860198975,0.5399209260940552,1.688620924949646
25,0.4973219633102417,0.001,1.7707645893096924,0.5430830121040344,1.697519063949585
26,0.4953024983406067,0.001,1.7767207622528076,0.5525691509246826,1.6852878332138062
27,0.5007463097572327,0.001,1.7725971937179565,0.5636363625526428,1.6821151971817017
28,0.49556589126586914,0.001,1.7825841903686523,0.5565217137336731,1.6903061866760254
29,0.49811220169067383,0.001,1.7710684537887573,0.5525691509246826,1.6891098022460938
"Xception, Adam, lr: 0.001, bs: 32"
0,0.15005707740783691,0.001,2.939032793045044,0.0782608687877655,2.99078106880188
1,0.24716831743717194,0.001,2.5689809322357178,0.3375494182109833,2.427476406097412
2,0.2877337634563446,0.001,2.4197747707366943,0.3533596694469452,2.2855031490325928
3,0.319343239068985,0.001,2.32649827003479,0.37786561250686646,2.2006499767303467
4,0.337782084941864,0.001,2.258606433868408,0.3905138373374939,2.1443440914154053
5,0.35016244649887085,0.001,2.210846185684204,0.3865612745285034,2.122593641281128
6,0.3664061725139618,0.001,2.176867961883545,0.4110671877861023,2.070295572280884
7,0.3771182596683502,0.001,2.1418728828430176,0.40869563817977905,2.0668764114379883
8,0.381508469581604,0.001,2.1160852909088135,0.41343873739242554,2.0509674549102783
9,0.3840547800064087,0.001,2.113891839981079,0.4379446506500244,2.0032806396484375
10,0.38712793588638306,0.001,2.0826504230499268,0.43478259444236755,2.0078284740448
11,0.40108877420425415,0.001,2.064113140106201,0.4411067068576813,1.996681809425354
12,0.3959961235523224,0.001,2.066149950027466,0.44031620025634766,1.968970775604248
13,0.40091314911842346,0.001,2.0578479766845703,0.4490118622779846,1.963743805885315
14,0.4122398793697357,0.001,2.0448875427246094,0.4537549316883087,1.953864336013794
15,0.41030818223953247,0.001,2.033517360687256,0.448221355676651,1.9470919370651245
16,0.41136184334754944,0.001,2.018991231918335,0.4545454680919647,1.9380621910095215
17,0.4119764566421509,0.001,2.031554698944092,0.4545454680919647,1.9340872764587402
18,0.4166300892829895,0.001,2.0185327529907227,0.45533597469329834,1.9360847473144531
19,0.4153130352497101,0.001,2.016421318054199,0.46086955070495605,1.9208014011383057
20,0.4173325002193451,0.001,2.0216119289398193,0.4648221433162689,1.9271810054779053
21,0.4139959514141083,0.001,2.009542942047119,0.46640315651893616,1.9272383451461792
22,0.4159276485443115,0.001,2.009143829345703,0.4632411003112793,1.9135315418243408
23,0.42040565609931946,0.001,2.0162453651428223,0.4545454680919647,1.9207864999771118
24,0.4166300892829895,0.001,1.996858835220337,0.46086955070495605,1.9080924987792969
25,0.4166300892829895,0.001,1.9979252815246582,0.4735177755355835,1.8935761451721191
26,0.4237422049045563,0.001,2.0020925998687744,0.47114625573158264,1.9006357192993164
27,0.42409342527389526,0.001,1.9957020282745361,0.4750988185405731,1.90315842628479
28,0.4282202124595642,0.001,1.9878164529800415,0.47747036814689636,1.8959511518478394
29,0.425937294960022,0.001,1.9795217514038086,0.47035571932792664,1.892898678779602
